# lambda [A]	Dlambda [A]	specval [counts]
5.112106944431150623e+03	9.631397905152738748e-01	1.089926772005820226e+02
5.114603281175938719e+03	9.625837125747936929e-01	1.071535565549399251e+02
5.117099400331296238e+03	9.620343171132881288e-01	1.064261061206176038e+02
5.119595301897224090e+03	9.614915746250296547e-01	1.115895736661352942e+02
5.122090985873720456e+03	9.609554554929912173e-01	1.112839045815885726e+02
5.124586452260787155e+03	9.604259299905636427e-01	1.085370947062737343e+02
5.127081701058423278e+03	9.599029682832962429e-01	1.169313031049870943e+02
5.129576732266627914e+03	9.593865404306374245e-01	1.153114739332991689e+02
5.132071545885403793e+03	9.588766163876980553e-01	1.147408248465495575e+02
5.134566141914748187e+03	9.583731660070432534e-01	1.093155439090156449e+02
5.137060520354662003e+03	9.578761590403798154e-01	1.269843063881702534e+02
5.139554681205145243e+03	9.573855651404215017e-01	1.237636448031881571e+02
5.142048624466198817e+03	9.569013538626025550e-01	1.167170628272752282e+02
5.144542350137820904e+03	9.564234946669254445e-01	1.222143748274227164e+02
5.147035858220013324e+03	9.559519569197150179e-01	1.200478570439715185e+02
5.149529148712775168e+03	9.554867098953498949e-01	1.314569291648504361e+02
5.152022221616107345e+03	9.550277227782867362e-01	1.263806395697136793e+02
5.154515076930008036e+03	9.545749646645547148e-01	1.037858085266072266e+02
5.157007714654478150e+03	9.541284045638632749e-01	1.219413422818144852e+02
5.159500134789518597e+03	9.536880114011699883e-01	1.303581601792612616e+02
5.161992337335128468e+03	9.532537540186843961e-01	1.164226017001150097e+02
5.164484322291307762e+03	9.528256011775534384e-01	1.274021692810594288e+02
5.166976089658056480e+03	9.524035215598337656e-01	1.298033646597822894e+02
5.169467639435374622e+03	9.519874837701451931e-01	1.359928766470263213e+02
5.171958971623262187e+03	9.515774563375793971e-01	1.315748452263201216e+02
5.174450086221720085e+03	9.511734077175585389e-01	1.356319492797984481e+02
5.176940983230746497e+03	9.507753062936357136e-01	1.452971062253660079e+02
5.179431662650343242e+03	9.503831203793101645e-01	1.349402033077774092e+02
5.181922124480509410e+03	9.499968182198822442e-01	1.456159856633339871e+02
5.184412368721245002e+03	9.496163679942621894e-01	1.477509622001640537e+02
5.186902395372550018e+03	9.492417378168171993e-01	1.356062639894920778e+02
5.189392204434424457e+03	9.488728957391960872e-01	1.523242207886868300e+02
5.191881795906868319e+03	9.485098097522196570e-01	1.612241346810809262e+02
5.194371169789882515e+03	9.481524477875691304e-01	1.622927467674065269e+02
5.196860326083466134e+03	9.478007777197872130e-01	1.607771996281477698e+02
5.199349264787619177e+03	9.474547673679856175e-01	1.826391581547801479e+02
5.201837985902341643e+03	9.471143844976934734e-01	1.732348789561079343e+02
5.204326489427633533e+03	9.467795968227105119e-01	1.428929830903178129e+02
5.206814775363494846e+03	9.464503720069060710e-01	1.387627521524932774e+02
5.209302843709925583e+03	9.461266776660596234e-01	1.280396121621517693e+02
5.211790694466926652e+03	9.458084813696467918e-01	1.131666414537975101e+02
5.214278327634496236e+03	9.454957506426506786e-01	1.005184394644044374e+02
5.216765743212636153e+03	9.451884529674011715e-01	9.440674586004871571e+01
5.219252941201345493e+03	9.448865557853793895e-01	9.287084655447583259e+01
5.221739921600624257e+03	9.445900264989430806e-01	1.008079489651140506e+02
5.224226684410472444e+03	9.442988324732808358e-01	9.477926554081155075e+01
5.226713229630890964e+03	9.440129410380003749e-01	1.045858810919621646e+02
5.229199557261877999e+03	9.437323194890959721e-01	1.054688901241635790e+02
5.231685667303435366e+03	9.434569350906392149e-01	1.004318509262551942e+02
5.234171559755562157e+03	9.431867550765025143e-01	1.094738517809172151e+02
5.236657234618258371e+03	9.429217466522568092e-01	9.357672515750770970e+01
5.239142691891524009e+03	9.426618769969061784e-01	9.662644315844178777e+01
5.241627931575359071e+03	9.424071132645251980e-01	1.033204803132815357e+02
5.244112953669763556e+03	9.421574225861382157e-01	1.052864075880942494e+02
5.246597758174738374e+03	9.419127720714793872e-01	1.002403980329093400e+02
5.249082345090281706e+03	9.416731288106177100e-01	9.934296325271105843e+01
5.251566714416395371e+03	9.414384598757024047e-01	1.045466928917709168e+02
5.254050866153078459e+03	9.412087323228597313e-01	1.062728091485425068e+02
5.256534800300330062e+03	9.409839131936824641e-01	1.080758472650627624e+02
5.259018516858152907e+03	9.407639695170355587e-01	1.033451002035963455e+02
5.261502015826544266e+03	9.405488683108008674e-01	1.095309480774324982e+02
5.263985297205505049e+03	9.403385765834937349e-01	1.114307855102799039e+02
5.266468360995036164e+03	9.401330613359828448e-01	1.136165483647645686e+02
5.268951207195136703e+03	9.399322895631343489e-01	1.123227544248908032e+02
5.271433835805806666e+03	9.397362282555303814e-01	1.106085622761253831e+02
5.273916246827046052e+03	9.395448444010645606e-01	1.083423942922256344e+02
5.276398440258854862e+03	9.393581049866638333e-01	1.129609913046633949e+02
5.278880416101233095e+03	9.391759769997983787e-01	1.111941706482510881e+02
5.281362174354180752e+03	9.389984274302821676e-01	1.049470190526144222e+02
5.283843715017698742e+03	9.388254232717401226e-01	9.427266808775867446e+01
5.286325038091786155e+03	9.386569315232988764e-01	8.231536644961531124e+01
5.288806143576442082e+03	9.384929191911467461e-01	9.353007066973151495e+01
5.291287031471668342e+03	9.383333532901584340e-01	9.310139941312782241e+01
5.293767701777464936e+03	9.381782008454114807e-01	9.508721727872493545e+01
5.296248154493830043e+03	9.380274288938049709e-01	9.366455598861327303e+01
5.298728389620764574e+03	9.378810044856148442e-01	1.019913562209164297e+02
5.301208407158269438e+03	9.377388946860231167e-01	1.037955477247949005e+02
5.303688207106342816e+03	9.376010665765972529e-01	8.480482473109464081e+01
5.306167789464986527e+03	9.374674872569108697e-01	7.961643545032312375e+01
5.308647154234199661e+03	9.373381238460162246e-01	8.417854246772806448e+01
5.311126301413982219e+03	9.372129434839046036e-01	9.685660416791719740e+01
5.313605231004334200e+03	9.370919133330392059e-01	9.390049252187648676e+01
5.316083943005256515e+03	9.369750005797999881e-01	9.672171519859766420e+01
5.318562437416747343e+03	9.368621724359696978e-01	9.671273697153094417e+01
5.321040714238808505e+03	9.367533961401853793e-01	9.179993516341022541e+01
5.323518773471439090e+03	9.366486389593391415e-01	9.667611070521310523e+01
5.325996615114639098e+03	9.365478681900814006e-01	8.922335261289653374e+01
5.328474239168408531e+03	9.364510511601361609e-01	8.342089721176198225e+01
5.330951645632747386e+03	9.363581552297871591e-01	9.228962326359084045e+01
5.333428834507655665e+03	9.362691477932288953e-01	9.076859871144654335e+01
5.335905805793134277e+03	9.361839962799360926e-01	9.210335707391378435e+01
5.338382559489181403e+03	9.361026681560805640e-01	1.019558682445529456e+02
5.340859095595798863e+03	9.360251309258300623e-01	1.011724603716506152e+02
5.343335414112985745e+03	9.359513521326173757e-01	9.860128664032865231e+01
5.345811515040742051e+03	9.358812993607017461e-01	9.588750163845567442e+01
5.348287398379067781e+03	9.358149402361770619e-01	1.062916359065998932e+02
5.350763064127963844e+03	9.357522424285145135e-01	1.076395836074043189e+02
5.353238512287428421e+03	9.356931736517493103e-01	9.923012955874838781e+01
5.355713742857463330e+03	9.356377016657158041e-01	9.980699196005441820e+01
5.358188755838066754e+03	9.355857942773905256e-01	9.274794445705566659e+01
5.360663551229240511e+03	9.355374193420851192e-01	9.842269368047831790e+01
5.363138129030983691e+03	9.354925447646865733e-01	1.024235442537548550e+02
5.365612489243296295e+03	9.354511385008843494e-01	9.544991810433292301e+01
5.368086631866179232e+03	9.354131685583988443e-01	8.662031706121435093e+01
5.370560556899629773e+03	9.353786029980974970e-01	9.083500703131574028e+01
5.373034264343651557e+03	9.353474099353031868e-01	9.552845477910386762e+01
5.375507754198242765e+03	9.353195575407994289e-01	9.448489256743171438e+01
5.377981026463403396e+03	9.352950140421339986e-01	8.259818633661619458e+01
5.380454081139133450e+03	9.352737477246049203e-01	8.307663120281573299e+01
5.382926918225432928e+03	9.352557269325901812e-01	9.396449302774547618e+01
5.385399537722301829e+03	9.352409200704069336e-01	9.689978724356011242e+01
5.387871939629740154e+03	9.352292956035914706e-01	9.064778866484721220e+01
5.390344123947748812e+03	9.352208220599438349e-01	7.500177891652342055e+01
5.392816090676326894e+03	9.352154680305978518e-01	8.710809454873655966e+01
5.395287839815473490e+03	9.352132021709856913e-01	9.833521078504520574e+01
5.397759371365190418e+03	9.352139932020012703e-01	9.295147929413248278e+01
5.400230685325476770e+03	9.352178099110063370e-01	8.808887627092724415e+01
5.402701781696333455e+03	9.352246211527611708e-01	1.020319509768796848e+02
5.405172660477758654e+03	9.352343958505324739e-01	9.499483502439636595e+01
5.407643321669754187e+03	9.352471029970195193e-01	9.539191630354385154e+01
5.410113765272318233e+03	9.352627116553205999e-01	9.859446490465681734e+01
5.412583991285452612e+03	9.352811909599617612e-01	9.792198381462674206e+01
5.415053999709156415e+03	9.353025101177512290e-01	1.034470839026504478e+02
5.417523790543429641e+03	9.353266384087587371e-01	9.090536210820800989e+01
5.419993363788272291e+03	9.353535451872800888e-01	9.454800735609889273e+01
5.422462719443685273e+03	9.353831998826744876e-01	8.489750226980525838e+01
5.424931857509666770e+03	9.354155720002342855e-01	8.192240895029846115e+01
5.427400777986218600e+03	9.354506311221848502e-01	9.157221173178436402e+01
5.429869480873338944e+03	9.354883469083681291e-01	8.123489052105801989e+01
5.432337966171029620e+03	9.355286890973296687e-01	8.371924344223788239e+01
5.434806233879289721e+03	9.355716275069070331e-01	9.190726807847006796e+01
5.437274283998120154e+03	9.356171320352517640e-01	9.159718905681373258e+01
5.439742116527519102e+03	9.356651726615359266e-01	8.764836849039666333e+01
5.442209731467487472e+03	9.357157194467807804e-01	7.914645484289304989e+01
5.444677128818026176e+03	9.357687425346574717e-01	8.668331632884033411e+01
5.447144308579134304e+03	9.358242121521994639e-01	9.571218448302568049e+01
5.449611270750810945e+03	9.358820986106823892e-01	8.045479795101049092e+01
5.452078015333058829e+03	9.359423723062044731e-01	7.622804462050083885e+01
5.454544542325875227e+03	9.360050037206016915e-01	9.392758816134288224e+01
5.457010851729261049e+03	9.360699634219709075e-01	1.006747770034925651e+02
5.459476943543216294e+03	9.361372220655751475e-01	8.677959440262993951e+01
5.461942817767741872e+03	9.362067503943944935e-01	8.199760586894818459e+01
5.464408474402836873e+03	9.362785192398841438e-01	8.963342723256691613e+01
5.466873913448501298e+03	9.363524995226059078e-01	8.731965206469419627e+01
5.469339134904734237e+03	9.364286622529010007e-01	8.744873343427761370e+01
5.471804138771538419e+03	9.365069785315569550e-01	9.109408320190523511e+01
5.474268925048911115e+03	9.365874195503792743e-01	8.122565747849870377e+01
5.476733493736853234e+03	9.366699565928420235e-01	7.443757976299224310e+01
5.479197844835365686e+03	9.367545610347705054e-01	9.262718808552386918e+01
5.481661978344447562e+03	9.368412043447933435e-01	8.512908777554184780e+01
5.484125894264097951e+03	9.369298580850615732e-01	7.732849106229409131e+01
5.486589592594318674e+03	9.370204939116917320e-01	7.614023862230639850e+01
5.489053073335108820e+03	9.371130835754080124e-01	7.633544495803222674e+01
5.491516336486468390e+03	9.372075989221354542e-01	8.464652117247806018e+01
5.493979382048398293e+03	9.373040118933839704e-01	8.239072054525524891e+01
5.496442210020896709e+03	9.374022945269467888e-01	8.148477262279578781e+01
5.498904820403965459e+03	9.375024189572760402e-01	8.735407813480739492e+01
5.501367213197603633e+03	9.376043574160294325e-01	9.342826127987478912e+01
5.503829388401810320e+03	9.377080822325823961e-01	9.834610125371823131e+01
5.506291346016588250e+03	9.378135658345058134e-01	9.984731075616583951e+01
5.508753086041934694e+03	9.379207807480028913e-01	8.072717021472753629e+01
5.511214608477851471e+03	9.380296995984025443e-01	8.231426018550860135e+01
5.513675913324336761e+03	9.381402951104903520e-01	9.245267696929977319e+01
5.516137000581392385e+03	9.382525401091541539e-01	8.365620162293159012e+01
5.518597870249016523e+03	9.383664075195797816e-01	8.526025598896477220e+01
5.521058522327210994e+03	9.384818703678597940e-01	7.600235251341264586e+01
5.523518956815974889e+03	9.385989017812356172e-01	8.305216115107637620e+01
5.525979173715309116e+03	9.387174749885640601e-01	9.102594612290923237e+01
5.528439173025210948e+03	9.388375633207350912e-01	7.498709453699422056e+01
5.530898954745684023e+03	9.389591402108904417e-01	7.534873006269883433e+01
5.533358518876725611e+03	9.390821791950478836e-01	7.939888809415825222e+01
5.535817865418338442e+03	9.392066539121399771e-01	8.233456153343433925e+01
5.538276994370518878e+03	9.393325381046109257e-01	7.881876701582042699e+01
5.540735905733270556e+03	9.394598056185331503e-01	7.561996440304999112e+01
5.543194599506589839e+03	9.395884304041240975e-01	8.902426480697053535e+01
5.545653075690479454e+03	9.397183865159489669e-01	8.986950377190601102e+01
5.548111334284939403e+03	9.398496481131601854e-01	8.467338716939771359e+01
5.550569375289967866e+03	9.399821894599542649e-01	7.817257660825110577e+01
5.553027198705566661e+03	9.401159849257306744e-01	8.086835392689727087e+01
5.555484804531734881e+03	9.402510089853334252e-01	8.952489252268236442e+01
5.557942192768472523e+03	9.403872362194640733e-01	8.616031013974077268e+01
5.560399363415779590e+03	9.405246413147902995e-01	1.068268515088272466e+02
5.562856316473656989e+03	9.406631990642506658e-01	1.097970856083915834e+02
5.565313051942101993e+03	9.408028843672889829e-01	1.026847182350949765e+02
5.567769569821119148e+03	9.409436722300269507e-01	1.053985821504164306e+02
5.570225870110703909e+03	9.410855377656173193e-01	1.008430673044917540e+02
5.572681952810859002e+03	9.412284561942784178e-01	9.124644077321448776e+01
5.575137817921583519e+03	9.413724028435995761e-01	9.031748820609163886e+01
5.577593465442877459e+03	9.415173531486944469e-01	9.246236575957956916e+01
5.580048895374740823e+03	9.416632826524368172e-01	8.231555412364741642e+01
5.582504107717174520e+03	9.418101670055823993e-01	9.108989772031300447e+01
5.584959102470176731e+03	9.419579819668898457e-01	9.327053233757925454e+01
5.587413879633749275e+03	9.421067034034225074e-01	9.486328929809189958e+01
5.589868439207890333e+03	9.422563072905932868e-01	9.462912209714716028e+01
5.592322781192602633e+03	9.424067697123068577e-01	9.713783257977773644e+01
5.594776905587882538e+03	9.425580668611024393e-01	9.930489809788156208e+01
5.597230812393733686e+03	9.427101750383183321e-01	1.022908801262041578e+02
5.599684501610153347e+03	9.428630706542414641e-01	9.916354696500067689e+01
5.602137973237143342e+03	9.430167302280314523e-01	1.022882173216776494e+02
5.604591227274701851e+03	9.431711303880891961e-01	1.073482744119589398e+02
5.607044263722830692e+03	9.433262478719652844e-01	1.112885750357088881e+02
5.609497082581528957e+03	9.434820595264892251e-01	1.129759688633408246e+02
5.611949683850796646e+03	9.436385423079269863e-01	1.095573900916948986e+02
5.614402067530633758e+03	9.437956732819601235e-01	1.056939010460079658e+02
5.616854233621041203e+03	9.439534296238456523e-01	9.500795365082362309e+01
5.619306182122017162e+03	9.441117886184032804e-01	9.149464890031646291e+01
5.621757913033563455e+03	9.442707276600945665e-01	8.834701756878855861e+01
5.624209426355678261e+03	9.444302242530721037e-01	8.170202079708484177e+01
5.626660722088363400e+03	9.445902560112607871e-01	9.122024874412346662e+01
5.629111800231617963e+03	9.447508006583339446e-01	8.970032168952722884e+01
5.631562660785442858e+03	9.449118360278048190e-01	8.359698129574211123e+01
5.634013303749835359e+03	9.450733400629599545e-01	7.902662760460705726e+01
5.636463729124799102e+03	9.452352908170209567e-01	8.247517267129261143e+01
5.638913936910331358e+03	9.453976664530067131e-01	8.533363155944370249e+01
5.641363927106434858e+03	9.455604452438444163e-01	8.372120165974256167e+01
5.643813699713105962e+03	9.457236055722585411e-01	9.085637080185173886e+01
5.646263254730348308e+03	9.458871259309383772e-01	8.189976122475597720e+01
5.648712592158158259e+03	9.460509849224150170e-01	9.129123452920055115e+01
5.651161711996539452e+03	9.462151612589849714e-01	9.426557387583039826e+01
5.653610614245489160e+03	9.463796337628247457e-01	9.252587833096742997e+01
5.656059298905009200e+03	9.465443813658885874e-01	8.619710555969685117e+01
5.658507765975097755e+03	9.467093831098769563e-01	8.270157814863515000e+01
5.660956015455755733e+03	9.468746181462294187e-01	9.451711622537877133e+01
5.663404047346984953e+03	9.470400657360680263e-01	7.439397211567386137e+01
5.665851861648782688e+03	9.472057052501354768e-01	8.499935673170020323e+01
5.668299458361149846e+03	9.473715161687578101e-01	8.660012187815134155e+01
5.670746837484086427e+03	9.475374780818264231e-01	8.849421509043239098e+01
5.673193999017593342e+03	9.477035706886086652e-01	9.781962508706986625e+01
5.675640942961668770e+03	9.478697737978777349e-01	8.807068734493972784e+01
5.678087669316315441e+03	9.480360673276923000e-01	8.838442943385574324e+01
5.680534178081529717e+03	9.482024313053067921e-01	8.719372541343410887e+01
5.682980469257315235e+03	9.483688458672281385e-01	8.274229949898240477e+01
5.685426542843668358e+03	9.485352912590570007e-01	8.965441186627651859e+01
5.687872398840592723e+03	9.487017478353262367e-01	9.331504920729719288e+01
5.690318037248085602e+03	9.488681960595815035e-01	8.737812666676161655e+01
5.692763458066149724e+03	9.490346165040991488e-01	8.899875069550860474e+01
5.695208661294781450e+03	9.492009898499218501e-01	8.507135650367089852e+01
5.697653646933983509e+03	9.493672968867404860e-01	9.268245021428971597e+01
5.700098414983754992e+03	9.495335185126455579e-01	9.061649660056673383e+01
5.702542965444095898e+03	9.496996357342488704e-01	8.038458448365412323e+01
5.704987298315006228e+03	9.498656296664200749e-01	8.199023013158499396e+01
5.707431413596486891e+03	9.500314815321166950e-01	9.324083777510534787e+01
5.709875311288536068e+03	9.501971726624661718e-01	8.908118337768614481e+01
5.712318991391156487e+03	9.503626844964017106e-01	8.431896473157030414e+01
5.714762453904344511e+03	9.505279985807596477e-01	9.064222888807904610e+01
5.717205698828103777e+03	9.506930965699698088e-01	8.171319877277908006e+01
5.719648726162430648e+03	9.508579602260339714e-01	7.542948986668692157e+01
5.722091535907328762e+03	9.510225714183294654e-01	8.516410116876258485e+01
5.724534128062795389e+03	9.511869121234920454e-01	9.657096634994130113e+01
5.726976502628832350e+03	9.513509644252815534e-01	8.430152757586459700e+01
5.729418659605437824e+03	9.515147105144586837e-01	7.263243190140504169e+01
5.731860598992614541e+03	9.516781326885104253e-01	8.187627405517629597e+01
5.734302320790358863e+03	9.518412133517458740e-01	8.967928461338284762e+01
5.736743824998674427e+03	9.520039350147998514e-01	9.216313303243302357e+01
5.739185111617558505e+03	9.521662802948657189e-01	8.407138077670059317e+01
5.741626180647012916e+03	9.523282319151938902e-01	8.942925666605638924e+01
5.744067032087035841e+03	9.524897727051773177e-01	9.912328541334119336e+01
5.746507665937629099e+03	9.526508856000331926e-01	9.108901508282291104e+01
5.748948082198790871e+03	9.528115536407043562e-01	8.197831641137331360e+01
5.751388280870523886e+03	9.529717599736849953e-01	9.756885189437822703e+01
5.753828261952824505e+03	9.531314878508891919e-01	8.706438809637224097e+01
5.756268025445696367e+03	9.532907206293826929e-01	8.466493607393866228e+01
5.758707571349136742e+03	9.534494417713360592e-01	8.634371923083529055e+01
5.761146899663147451e+03	9.536076348436866024e-01	7.336423568996120537e+01
5.763586010387726674e+03	9.537652835181471556e-01	7.407970624401232840e+01
5.766024903522877139e+03	9.539223715708862184e-01	7.285586587095886557e+01
5.768463579068595209e+03	9.540788828824295909e-01	8.337821949556105494e+01
5.770902037024883612e+03	9.542348014374115728e-01	8.541317163756748698e+01
5.773340277391741438e+03	9.543901113244728229e-01	9.379905565734159723e+01
5.775778300169168688e+03	9.545447967359866892e-01	8.598726045069803092e+01
5.778216105357166271e+03	9.546988419679243165e-01	8.361476105029092309e+01
5.780653692955732367e+03	9.548522314196893346e-01	8.449038755102222353e+01
5.783091062964869707e+03	9.550049495938243149e-01	7.321413145594944183e+01
5.785528215384574651e+03	9.551569810960212070e-01	8.166618833130277721e+01
5.787965150214850837e+03	9.553083106346988984e-01	7.983732183998139931e+01
5.790401867455694628e+03	9.554589230209070694e-01	7.076477666773793374e+01
5.792838367107109661e+03	9.556088031681917450e-01	6.551186958566715646e+01
5.795274649169093209e+03	9.557579360923328382e-01	7.265327503929584907e+01
5.797710713641647089e+03	9.559063069111559674e-01	7.435955853717959485e+01
5.800146560524770393e+03	9.560539008443204034e-01	8.045391528303498774e+01
5.802582189818463121e+03	9.562007032131877304e-01	8.554132316755713816e+01
5.805017601522725272e+03	9.563466994405194210e-01	8.671485109042107808e+01
5.807452795637556846e+03	9.564918750503957900e-01	7.949683936109553883e+01
5.809887772162957845e+03	9.566362156679043549e-01	7.739787346350803432e+01
5.812322531098929176e+03	9.567797070190428022e-01	8.947666826540324791e+01
5.814757072445469021e+03	9.569223349303984660e-01	8.131470398132448452e+01
5.817191396202579199e+03	9.570640853290575123e-01	8.053654429823464511e+01
5.819625502370258801e+03	9.572049442423423704e-01	8.466889534950284713e+01
5.822059390948507826e+03	9.573448977976387608e-01	8.952848743247739094e+01
5.824493061937326274e+03	9.574839322221692095e-01	9.811851847905087709e+01
5.826926515336715056e+03	9.576220338427516854e-01	8.649405840606779350e+01
5.829359751146672352e+03	9.577591890856921308e-01	8.984677608082417066e+01
5.831792769367199980e+03	9.578953844765419889e-01	8.383671425682970835e+01
5.834225569998296123e+03	9.580306066397820119e-01	7.372873565359803649e+01
5.836658153039962599e+03	9.581648422987951719e-01	8.294131445728245922e+01
5.839090518492198498e+03	9.582980782755645688e-01	8.892657032093127611e+01
5.841522666355003821e+03	9.584303014904975715e-01	9.764584459264395377e+01
5.843954596628378567e+03	9.585614989621534798e-01	8.922033693427671608e+01
5.846386309312323647e+03	9.586916578071115191e-01	9.885901841947776347e+01
5.848817804406837240e+03	9.588207652397583436e-01	2.122301907481295586e+02
5.851249081911921166e+03	9.589488085720524468e-01	3.820864983153504113e+02
5.853680141827574516e+03	9.590757752133181047e-01	6.324353200409840383e+02
5.856110984153797290e+03	9.592016526700777312e-01	8.556359194137548911e+02
5.858541608890589487e+03	9.593264285458309448e-01	8.595398828621317762e+02
5.860972016037952017e+03	9.594500905407833402e-01	6.989598156782650449e+02
5.863402205595882151e+03	9.595726264517746573e-01	4.317054263129684841e+02
5.865832177564383528e+03	9.596940241719335019e-01	2.137090333615199995e+02
5.868261931943454329e+03	9.598142716905915250e-01	1.080114823999004301e+02
5.870691468733094553e+03	9.599333570930128623e-01	9.919887885331516486e+01
5.873120787933303291e+03	9.600512685601828577e-01	9.534518825517210416e+01
5.875549889544083271e+03	9.601679943686277641e-01	9.121901670926263250e+01
5.877978773565431766e+03	9.602835228901966946e-01	1.035765590325853225e+02
5.880407439997349684e+03	9.603978425919929007e-01	1.123554612167879156e+02
5.882835888839837025e+03	9.605109420358464156e-01	1.196661259239881758e+02
5.885264120092894700e+03	9.606228098784829195e-01	1.329543944571912277e+02
5.887692133756521798e+03	9.607334348711163985e-01	1.395735142821720842e+02
5.890119929830717410e+03	9.608428058592336507e-01	1.232629612671957062e+02
5.892547508315484265e+03	9.609509117825367763e-01	1.030426850326621349e+02
5.894974869210818724e+03	9.610577416746179935e-01	9.652748438787831731e+01
5.897402012516724426e+03	9.611632846628362925e-01	8.882619294364623386e+01
5.899828938233198642e+03	9.612675299680237817e-01	9.267436192591671329e+01
5.902255646360243190e+03	9.613704669044160767e-01	8.354390720144274951e+01
5.904682136897857163e+03	9.614720848794263697e-01	7.890309537481097379e+01
5.907108409846040558e+03	9.615723733932886041e-01	8.077764136192242006e+01
5.909534465204792468e+03	9.616713220391077677e-01	8.344970169348044919e+01
5.911960302974115621e+03	9.617689205025267141e-01	8.748422973310727002e+01
5.914385923154007287e+03	9.618651585615932698e-01	8.314782571089051544e+01
5.916811325744469286e+03	9.619600260864733521e-01	9.169083647957992866e+01
5.919236510745499800e+03	9.620535130393648160e-01	8.897610388011791827e+01
5.921661478157100646e+03	9.621456094742562026e-01	8.830192874524389879e+01
5.924086227979270916e+03	9.622363055367988416e-01	8.505375893182745983e+01
5.926510760212010609e+03	9.623255914639794462e-01	7.746708149355737305e+01
5.928935074855319726e+03	9.624134575841777339e-01	7.991153109606996452e+01
5.931359171909198267e+03	9.624998943166283016e-01	7.223379479501696210e+01
5.933783051373646231e+03	9.625848921716060325e-01	7.843693486740707499e+01
5.936206713248664528e+03	9.626684417500961377e-01	8.295095200294996118e+01
5.938630157534252248e+03	9.627505337434286714e-01	8.717279281738527175e+01
5.941053384230409392e+03	9.628311589334315190e-01	9.120862526432554773e+01
5.943476393337135050e+03	9.629103081920002971e-01	9.844765842927034782e+01
5.945899184854431951e+03	9.629879724810688213e-01	1.111423038436041537e+02
5.948321758782297366e+03	9.630641428522934699e-01	1.218917918768648860e+02
5.950744115120733113e+03	9.631388104470772760e-01	1.305815923482200560e+02
5.953166253869737375e+03	9.632119664961019678e-01	1.169065881530051882e+02
5.955588175029311969e+03	9.632836023195321395e-01	9.148374387684290809e+01
5.958009878599455078e+03	9.633537093264907814e-01	8.042512905186475791e+01
5.960431364580169429e+03	9.634222790151037996e-01	8.063757133685619749e+01
5.962852632971451385e+03	9.634893029722888524e-01	7.971021245363857588e+01
5.965273683773304583e+03	9.635547728735219808e-01	7.609540821300858227e+01
5.967694516985726295e+03	9.636186804828283936e-01	7.735210625692680253e+01
5.970115132608718341e+03	9.636810176523532556e-01	7.878563838847892953e+01
5.972535530642278900e+03	9.637417763224955802e-01	7.795276065019137945e+01
5.974955711086409792e+03	9.638009485215408567e-01	8.922080271477307178e+01
5.977375673941110108e+03	9.638585263656358482e-01	8.711628006056442075e+01
5.979795419206379847e+03	9.639145020584986012e-01	8.358619263829010038e+01
5.982214946882219010e+03	9.639688678913954645e-01	8.927603185583632239e+01
5.984634256968628506e+03	9.640216162428845159e-01	9.463824127086601834e+01
5.987053349465606516e+03	9.640727395787882514e-01	8.374568734730240749e+01
5.989472224373154859e+03	9.641222304517855779e-01	7.568997437502278558e+01
5.991890881691271716e+03	9.641700815016307491e-01	8.219579487721311750e+01
5.994309321419958906e+03	9.642162854547636774e-01	8.148785447821954619e+01
5.996727543559215519e+03	9.642608351241052089e-01	7.527553714577170751e+01
5.999145548109041556e+03	9.643037234091930143e-01	8.144578378437766730e+01
6.001563335069437017e+03	9.643449432956499034e-01	8.316525907238745674e+01
6.003980904440401901e+03	9.643844878555435374e-01	8.794775861658168026e+01
6.006398256221937118e+03	9.644223502467328402e-01	9.169108402609447239e+01
6.008815390414041758e+03	9.644585237130259836e-01	7.112009808740579331e+01
6.011232307016715822e+03	9.644930015840451620e-01	8.636518756573173050e+01
6.013649006029959310e+03	9.645257772750419623e-01	8.540110637248672276e+01
6.016065487453772221e+03	9.645568442865894987e-01	8.054551901576201089e+01
6.018481751288154555e+03	9.645861962048504212e-01	8.612783967921252781e+01
6.020897797533107223e+03	9.646138267010888612e-01	7.929723849004426484e+01
6.023313626188628405e+03	9.646397295316475606e-01	8.068471714818880969e+01
6.025729237254719919e+03	9.646638985379932807e-01	9.239150065660336963e+01
6.028144630731379948e+03	9.646863276462787073e-01	8.902217288105266846e+01
6.030559806618611219e+03	9.647070108675389610e-01	1.034579075628374625e+02
6.032974764916410095e+03	9.647259422973520904e-01	1.212110796803473107e+02
6.035389505624780213e+03	9.647431161158639412e-01	1.281039992176940814e+02
6.037804028743718845e+03	9.647585265875110450e-01	1.216181888223460419e+02
6.040218334273227811e+03	9.647721680611373030e-01	9.822781671407382476e+01
6.042632422213305290e+03	9.647840349696771289e-01	8.491947628012391647e+01
6.045046292563954012e+03	9.647941218301140376e-01	9.172277698596603557e+01
6.047459945325170338e+03	9.648024232434775360e-01	1.009378399454689372e+02
6.049873380496957907e+03	9.648089338945543547e-01	9.007599611988577237e+01
6.052286598079313080e+03	9.648136485519857031e-01	8.232173575242094898e+01
6.054699598072239496e+03	9.648165620678723631e-01	8.128812981028877971e+01
6.057112380475734426e+03	9.648176693781260749e-01	8.342202671404878345e+01
6.059524945289799689e+03	9.648169655018873359e-01	8.472148255626201774e+01
6.061937292514434375e+03	9.648144455418296017e-01	9.458680086839061119e+01
