# lambda [A]	Dlambda [A]	specval [counts]
6.983835116650463533e+03	8.629663285445287046e-01	1.017259380312203660e+02
6.986162603997221595e+03	8.627965909295592928e-01	9.564542119383413876e+01
6.988489873754550899e+03	8.626306679643592767e-01	9.815528206114252896e+01
6.990816925922448718e+03	8.624685974032013647e-01	1.089757126574482129e+02
6.993143760500915960e+03	8.623104170821749292e-01	1.114091872024897754e+02
6.995470377489953535e+03	8.621561649174740438e-01	9.727262388509085156e+01
6.997796776889559624e+03	8.620058789037595703e-01	9.437606495544476104e+01
7.000122958699736046e+03	8.618595971125632138e-01	1.055516779369066995e+02
7.002448922920481891e+03	8.617173576905281518e-01	9.315706789851410008e+01
7.004774669551798070e+03	8.615791988577078397e-01	8.779947024304068748e+01
7.007100198593681853e+03	8.614451589058989001e-01	9.507053599968283208e+01
7.009425510046136878e+03	8.613152761966778037e-01	8.837722241459658790e+01
7.011750603909160418e+03	8.611895891599423702e-01	1.004097019370419730e+02
7.014075480182754291e+03	8.610681362916614567e-01	9.940419091364363169e+01
7.016400138866917587e+03	8.609509561524349985e-01	1.031735277449407420e+02
7.018724579961650306e+03	8.608380873654526422e-01	9.624543068022539671e+01
7.021048803466952450e+03	8.607295686146018143e-01	1.060957641901210309e+02
7.023372809382824926e+03	8.606254386426441805e-01	1.529395936961018378e+02
7.025696597709265916e+03	8.605257362490866813e-01	1.964696885209416450e+02
7.028020168446277239e+03	8.604305002886164511e-01	2.081240026284135354e+02
7.030343521593857076e+03	8.603397696686786444e-01	1.918153868323768165e+02
7.032666657152007247e+03	8.602535833477407134e-01	1.723161025103357247e+02
7.034989575120726840e+03	8.601719803332948944e-01	1.315358496691180221e+02
7.037312275500015858e+03	8.600949996796315444e-01	9.818685530466666478e+01
7.039634758289874298e+03	8.600226804858529528e-01	1.039223729937928766e+02
7.041957023490303072e+03	8.599550618938993640e-01	9.963991614493029658e+01
7.044279071101300360e+03	8.598921830862953364e-01	1.012169022058945984e+02
7.046600901122867981e+03	8.598340832839486136e-01	1.118313956194692906e+02
7.048922513555004116e+03	8.597808017442907236e-01	1.115939251939225869e+02
7.051243908397710584e+03	8.597323777587424498e-01	1.062474586163558854e+02
7.053565085650986475e+03	8.596888506507202043e-01	1.071636127952926358e+02
7.055886045314832700e+03	8.596502597733889361e-01	1.297862980026251307e+02
7.058206787389247438e+03	8.596166445075761331e-01	4.230168584061251522e+02
7.060527311874232510e+03	8.595880442589123316e-01	6.636715856828891447e+02
7.062847618769786095e+03	8.595644984563640678e-01	6.132923638978770668e+02
7.065167708075910014e+03	8.595460465493003355e-01	6.497261811612448810e+02
7.067487579792602446e+03	8.595327280055300445e-01	5.959432591920979121e+02
7.069807233919866121e+03	8.595245823087572790e-01	3.180210757400818125e+02
7.072126670457698310e+03	8.595216489562490514e-01	7.593970903839355913e+01
7.074445889406099923e+03	8.595239674566227395e-01	1.168455996339953060e+02
7.076764890765070959e+03	8.595315773270451043e-01	1.082824901100510004e+02
7.079083674534612328e+03	8.595445180913205974e-01	9.476780363111346617e+01
7.081402240714723121e+03	8.595628292770607359e-01	9.511147055575898435e+01
7.083720589305403337e+03	8.595865504134381219e-01	9.313615292023385450e+01
7.086038720306652067e+03	8.596157210284927075e-01	9.727380171130025133e+01
7.088356633718472040e+03	8.596503806468918096e-01	1.010282318592163904e+02
7.090674329540860526e+03	8.596905687871676527e-01	1.019007156523640276e+02
7.092991807773819346e+03	8.597363249594185408e-01	9.610867845322682967e+01
7.095309068417346680e+03	8.597876886626529824e-01	1.067870318400149188e+02
7.097626111471444347e+03	8.598446993820942907e-01	9.267511476650396673e+01
7.099942936936110527e+03	8.599073965869641345e-01	8.841927682037358238e+01
7.102259544811347041e+03	8.599758197274239846e-01	1.157373992398175488e+02
7.104575935097153888e+03	8.600500082323038198e-01	1.114536118563741667e+02
7.106892107793528339e+03	8.601300015062451898e-01	1.089973624860087824e+02
7.109208062900474033e+03	8.602158389274833228e-01	1.037159836246956672e+02
7.111523800417988241e+03	8.603075598445319994e-01	9.454473805648072471e+01
7.113839320346072782e+03	8.604052035740787918e-01	9.785562483976940484e+01
7.116154622684726746e+03	8.605088093981150266e-01	1.070099777183842065e+02
7.118469707433950134e+03	8.606184165612014159e-01	1.027787023840993896e+02
7.120784574593742946e+03	8.607340642677552278e-01	1.146208821625776153e+02
7.123099224164105181e+03	8.608557916793505571e-01	1.195662317902424974e+02
7.125413656145036839e+03	8.609836379122212113e-01	1.034780576293512979e+02
7.127727870536538830e+03	8.611176420339533566e-01	1.018416529956960233e+02
7.130041867338609336e+03	8.612578430614713509e-01	1.111619154232598987e+02
7.132355646551251084e+03	8.614042799576521192e-01	1.060339681484468315e+02
7.134669208174460437e+03	8.615569916289372854e-01	1.053700644200047378e+02
7.136982552208241032e+03	8.617160169223340160e-01	1.209834248166219766e+02
7.139295678652589231e+03	8.618813946228373046e-01	1.545146250475666818e+02
7.141608587507508673e+03	8.620531634505304019e-01	1.637167560406923883e+02
7.143921278772996629e+03	8.622313620576538273e-01	1.542467624085138027e+02
7.146233752449054919e+03	8.624160290259978989e-01	1.786279672698511547e+02
7.148546008535682631e+03	8.626072028640988654e-01	1.418975295945515427e+02
7.150858047032879767e+03	8.628049220042575129e-01	1.083829470218605735e+02
7.153169867940646327e+03	8.630092247998075727e-01	1.103011476243958526e+02
7.155481471258982310e+03	8.632201495223885690e-01	1.182138279705638553e+02
7.157792856987887717e+03	8.634377343588522935e-01	1.038680001980039123e+02
7.160104025127363457e+03	8.636620174086934165e-01	1.016230920804282363e+02
7.162414975677407710e+03	8.638930366811810035e-01	1.131890667952221463e+02
7.164725708638022297e+03	8.641308300923318253e-01	9.536663635861566490e+01
7.167036224009206308e+03	8.643754354621373537e-01	9.842652224831373076e+01
7.169346521790959741e+03	8.646268905121111681e-01	1.161765935702728285e+02
7.171656601983282599e+03	8.648852328615942442e-01	1.030429404499193424e+02
7.173966464586175789e+03	8.651505000259683831e-01	9.810951072197063638e+01
7.176276109599637493e+03	8.654227294129716030e-01	1.052881803120145747e+02
7.178585537023669531e+03	8.657019583202242297e-01	1.004986968357898007e+02
7.180894746858270082e+03	8.659882239324773190e-01	9.328314848408591331e+01
7.183203739103440967e+03	8.662815633185194653e-01	8.461467477298781148e+01
7.185512513759181275e+03	8.665820134286293941e-01	8.991602024830270068e+01
7.187821070825491006e+03	8.668896110914011688e-01	1.004477199480920717e+02
7.190129410302370161e+03	8.672043930113776389e-01	9.659839121850988874e+01
7.192437532189819649e+03	8.675263957657637359e-01	9.884293787841281187e+01
7.194745436487837651e+03	8.678556558020803502e-01	9.234603546169316246e+01
7.197053123196425986e+03	8.681922094350220664e-01	1.043676871723842225e+02
7.199360592315583744e+03	8.685360928437648731e-01	1.154119972993635770e+02
7.201667843845310927e+03	8.688873420694381844e-01	1.274716910308651308e+02
7.203974877785607532e+03	8.692459930116726019e-01	1.097879211679921241e+02
7.206281694136472652e+03	8.696120814267196408e-01	1.020235493186841325e+02
7.208588292897909014e+03	8.699856429239637423e-01	1.084524273220819168e+02
7.210894674069913890e+03	8.703667129638001931e-01	1.046622101339446829e+02
7.213200837652489099e+03	8.707553268542362890e-01	1.059628950256041549e+02
7.215506783645633732e+03	8.711515197487932349e-01	9.481285944539646948e+01
7.217812512049347788e+03	8.715553266433121449e-01	1.045494019515413555e+02
7.220118022863631268e+03	8.719667823736868550e-01	1.176606125571119605e+02
7.222423316088484171e+03	8.723859216127474170e-01	9.325249405347497600e+01
7.224728391723906498e+03	8.728127788681846466e-01	9.647740033154785522e+01
7.227033249769899157e+03	8.732473884791716046e-01	1.096460120649033883e+02
7.229337890226460331e+03	8.736897846143200086e-01	1.147961705574455493e+02
7.231642313093592747e+03	8.741400012688650412e-01	1.042289563504922967e+02
7.233946518371292768e+03	8.745980722619802750e-01	9.984101576148323431e+01
7.236250506059564032e+03	8.750640312343974658e-01	1.217696051331200806e+02
7.238554276158402899e+03	8.755379116456049049e-01	1.095521016536932706e+02
7.240857828667813010e+03	8.760197467716023256e-01	1.194832877515269871e+02
7.243161163587791634e+03	8.765095697021083598e-01	1.326093494685816268e+02
7.245464280918340592e+03	8.770074133382583792e-01	1.204649541871033875e+02
7.247767180659458063e+03	8.775133103900004672e-01	1.309099661779325743e+02
7.250069862811146777e+03	8.780272933737407470e-01	1.221272645472563596e+02
7.252372327373403095e+03	8.785493946098005269e-01	9.814544038823697747e+01
7.254674574346230656e+03	8.790796462202125072e-01	9.168105177625429292e+01
7.256976603729626731e+03	8.796180801260888860e-01	9.840649274337235397e+01
7.259278415523593139e+03	8.801647280454827360e-01	1.105408869684316642e+02
7.261580009728128061e+03	8.807196214907979659e-01	1.143989046572609993e+02
7.263881386343233316e+03	8.812827917668067945e-01	2.243976167578186676e+02
7.266182545368907086e+03	8.818542699682501151e-01	3.013721566804011331e+02
7.268483486805152097e+03	8.824340869772950846e-01	2.737895418481343199e+02
7.270784210651964713e+03	8.830222734618198288e-01	3.007828942850716771e+02
7.273084716909348572e+03	8.836188598727338084e-01	2.748437234513231147e+02
7.275385005577300944e+03	8.842238764422948316e-01	1.852525520495363764e+02
7.277685076655823650e+03	8.848373531813921167e-01	1.097579281458221772e+02
7.279984930144914870e+03	8.854593198780509322e-01	1.117644918854739160e+02
7.282284566044577332e+03	8.860898060949774502e-01	1.084786287891028707e+02
7.284583984354807399e+03	8.867288411674500992e-01	1.037541245335927727e+02
7.286883185075608708e+03	8.873764542017380519e-01	1.070894175159801307e+02
7.289182168206977622e+03	8.880326740725510426e-01	1.036833896114123803e+02
7.291480933748917778e+03	8.886975294215225807e-01	1.160977938723530656e+02
7.293779481701426448e+03	8.893710486552458550e-01	1.233207474235732661e+02
7.296077812064506361e+03	8.900532599430314162e-01	1.093534180386872663e+02
7.298375924838153878e+03	8.907441912155232844e-01	1.096222262606040943e+02
7.300673820022371729e+03	8.914438701627241946e-01	1.136636369004053364e+02
7.302971497617159002e+03	8.921523242319228109e-01	1.165954074803270828e+02
7.305268957622516609e+03	8.928695806263964307e-01	1.303417647042506928e+02
7.307566200038442730e+03	8.935956663036398462e-01	1.256656732972802644e+02
7.309863224864938275e+03	8.943306079731925262e-01	1.193287017180874017e+02
7.312160032102004152e+03	8.950744320957363387e-01	1.246503929799095403e+02
7.314456621749638543e+03	8.958271648808540100e-01	1.165667588501633389e+02
7.316752993807843268e+03	8.965888322860728898e-01	1.115355266338330864e+02
7.319049148276617416e+03	8.973594600146442835e-01	1.161890808752153958e+02
7.321345085155961897e+03	8.981390735147575244e-01	1.080344543125590633e+02
7.323640804445873982e+03	8.989276979776819054e-01	1.050939275225309473e+02
7.325936306146357310e+03	8.997253583363367113e-01	1.020858158038272450e+02
7.328231590257409152e+03	9.005320792640820748e-01	1.084166369977179727e+02
7.330526656779032237e+03	9.013478851736034247e-01	1.107644574879508923e+02
7.332821505711222926e+03	9.021728002149919101e-01	1.098325841857691074e+02
7.335116137053984858e+03	9.030068482751268943e-01	1.127722549094277156e+02
7.337410550807314394e+03	9.038500529760584712e-01	1.247256790279078587e+02
7.339704746971215172e+03	9.047024376741222840e-01	1.325045441064584395e+02
7.341998725545684465e+03	9.055640254586638793e-01	1.099156167330783944e+02
7.344292486530724091e+03	9.064348391508579850e-01	1.253506235975114151e+02
7.346586029926332230e+03	9.073149013029071508e-01	1.374836299399179893e+02
7.348879355732511613e+03	9.082042341968810106e-01	1.166045599260346251e+02
7.351172463949258599e+03	9.091028598438170016e-01	1.311211654495356811e+02
7.353465354576576829e+03	9.100107999826511085e-01	1.323347043115683164e+02
7.355758027614463572e+03	9.109280760795270826e-01	1.152724408499454540e+02
7.358050483062920648e+03	9.118547093269829817e-01	1.223684887762838827e+02
7.360342720921946238e+03	9.127907206428128584e-01	1.279831787072911311e+02
7.362634741191542162e+03	9.137361306698134067e-01	1.243210904952755129e+02
7.364926543871706599e+03	9.146909597747617804e-01	1.362330300766154210e+02
7.367218128962442279e+03	9.156552280476849548e-01	1.457713809297198679e+02
7.369509496463745563e+03	9.166289553014833613e-01	1.573637564711515324e+02
7.371800646375620090e+03	9.176121610712614229e-01	2.128315396052506685e+02
7.374091578698063131e+03	9.186048646135074325e-01	5.300541756623825904e+02
7.376382293431076505e+03	9.196070849061451780e-01	9.786288079648890061e+02
7.378672790574658393e+03	9.206188406475201980e-01	1.026113393998063884e+03
7.380963070128810614e+03	9.216401502563572601e-01	9.960993365304199187e+02
7.383253132093532258e+03	9.226710318712419978e-01	9.350309534498246649e+02
7.385542976468823326e+03	9.237115033503220385e-01	5.729011457965726777e+02
7.387832603254683818e+03	9.247615822709515099e-01	2.708753936797030519e+02
7.390122012451114642e+03	9.258212859295996688e-01	1.463807900614187929e+02
7.392411204058113981e+03	9.268906313414326803e-01	1.369026116854337545e+02
7.394700178075683652e+03	9.279696352404603887e-01	1.224758350019559714e+02
7.396988934503821838e+03	9.290583140790483752e-01	1.044182245761797105e+02
7.399277473342531266e+03	9.301566840280257598e-01	1.004720373312847528e+02
7.401565794591808299e+03	9.312647609768701651e-01	1.151373837856322382e+02
7.403853898251656574e+03	9.323825605332247690e-01	1.231587069458466175e+02
7.406141784322073363e+03	9.335100980233347334e-01	1.144494699024519520e+02
7.408429452803060485e+03	9.346473884919899167e-01	1.224529355168591565e+02
7.410716903694616121e+03	9.357944467027371482e-01	1.408628726919935445e+02
7.413004136996742091e+03	9.369512871379509500e-01	1.342331622815459298e+02
7.415291152709437483e+03	9.381179239989977381e-01	1.110883852993514864e+02
7.417577950832702300e+03	9.392943712066681439e-01	1.212543334464194942e+02
7.419864531366536539e+03	9.404806424012467359e-01	1.339861176020886546e+02
7.422150894310940203e+03	9.416767509432344418e-01	1.147229198372153292e+02
7.424437039665914199e+03	9.428827099130834277e-01	1.161176950921370832e+02
7.426722967431456709e+03	9.440985321122081775e-01	1.105464993642964657e+02
7.429008677607569552e+03	9.453242300631384820e-01	1.326442750845778278e+02
7.431294170194250910e+03	9.465598160099741865e-01	1.307202352270226413e+02
7.433579445191503510e+03	9.478053019191117201e-01	1.149546474322108196e+02
7.435864502599323714e+03	9.490606994795942608e-01	1.298098941021123096e+02
7.438149342417715161e+03	9.503260201038907784e-01	1.222511624111725865e+02
7.440433964646675122e+03	9.516012749282395378e-01	1.284379968088231863e+02
7.442718369286205416e+03	9.528864748138512475e-01	1.345982689150456793e+02
7.445002556336304224e+03	9.541816303469825566e-01	1.271550440775170756e+02
7.447286525796974274e+03	9.554867518401735094e-01	1.208189843817076223e+02
7.449570277668211929e+03	9.568018493326111429e-01	1.233706363414364517e+02
7.451853811950020827e+03	9.581269325915611201e-01	1.232398472569856551e+02
7.454137128642398238e+03	9.594620111124236850e-01	1.116259485040522605e+02
7.456420227745345073e+03	9.608070941202123683e-01	1.317604921686736361e+02
7.458703109258861332e+03	9.621621905703676703e-01	1.222940618727872391e+02
7.460985773182948833e+03	9.635273091494797049e-01	1.207852066057985922e+02
7.463268219517603939e+03	9.649024582764589297e-01	1.337641568498198694e+02
7.465550448262830287e+03	9.662876461036040698e-01	1.257704587968941468e+02
7.467832459418624239e+03	9.676828805173871562e-01	1.232272517417468123e+02
7.470114252984989434e+03	9.690881691398589570e-01	1.126465114802896039e+02
7.472395828961923144e+03	9.705035193295915574e-01	1.179094233880772151e+02
7.474677187349427186e+03	9.719289381827634910e-01	1.287840708914198160e+02
7.476958328147499742e+03	9.733644325345595094e-01	1.362094495767358353e+02
7.479239251356142631e+03	9.748100089600525431e-01	1.422425643893339782e+02
7.481519956975354035e+03	9.762656737756986169e-01	1.499442828647471231e+02
7.483800445005136680e+03	9.777314330404812681e-01	1.501447478186746878e+02
7.486080715445487840e+03	9.792072925573240827e-01	1.603630179926859114e+02
7.488360768296409333e+03	9.806932578741748285e-01	2.186585981536404404e+02
7.490640603557899340e+03	9.821893342855099185e-01	2.819365878407094215e+02
7.492920221229959679e+03	9.836955268338850589e-01	1.445037979546207225e+03
7.495199621312588533e+03	9.852118403107319455e-01	4.144040523347074668e+03
7.497478803805787720e+03	9.867382792585541740e-01	5.967528169103909931e+03
7.499757768709556331e+03	9.882748479718032053e-01	6.108422655736631896e+03
7.502036516023895274e+03	9.898215504986392910e-01	6.333467089005422167e+03
7.504315045748801822e+03	9.913783906421893555e-01	5.638409017553763988e+03
7.506593357884279612e+03	9.929453719624398156e-01	3.791346021798588026e+03
7.508871452430325917e+03	9.945224977772620933e-01	2.680313722396475896e+03
7.511149329386943464e+03	9.961097711645212627e-01	1.869729782157394766e+03
7.513426988754128615e+03	9.977071949632041470e-01	1.788808584137069602e+03
7.515704430531885009e+03	9.993147717753978476e-01	1.275790036289870386e+03
7.517981654720209008e+03	1.000932503967639775e+00	6.972844502654836560e+02
7.520258661319104249e+03	1.002560393672622396e+00	3.543395553234614681e+02
7.522535450328568004e+03	1.004198442791137680e+00	1.688455409991316571e+02
7.524812021748602092e+03	1.005846652993168444e+00	1.340356003770133384e+02
7.527088375579204694e+03	1.007505025720328851e+00	1.297497166297693241e+02
7.529364511820377629e+03	1.009173562186972406e+00	1.401690635450480329e+02
7.531640430472119988e+03	1.010852263382383764e+00	1.411412553206902487e+02
7.533916131534431770e+03	1.012541130072077467e+00	1.388595968263738030e+02
7.536191615007312976e+03	1.014240162800049250e+00	1.503859590034758753e+02
7.538466880890763605e+03	1.015949361890143843e+00	1.382694881192777814e+02
7.540741929184784567e+03	1.017668727448139743e+00	1.124828755566019254e+02
7.543016759889374953e+03	1.019398259363704762e+00	1.268310691769883078e+02
7.545291373004534762e+03	1.021137957311615940e+00	1.304597013251531621e+02
7.547565768530263085e+03	1.022887820754225574e+00	1.392210827389515941e+02
7.549839946466562651e+03	1.024647848943041062e+00	1.392866422928782413e+02
7.552113906813430731e+03	1.026418040920644703e+00	1.351744834441476826e+02
7.554387649570869144e+03	1.028198395522555098e+00	1.343470893183771011e+02
7.556661174738876070e+03	1.029988911379198901e+00	1.366186951648029435e+02
7.558934482317453330e+03	1.031789586917640777e+00	1.475657219024785434e+02
7.561207572306599104e+03	1.033600420363762540e+00	1.367678686857356922e+02
7.563480444706315211e+03	1.035421409743966015e+00	1.314119303889434889e+02
7.565753099516600741e+03	1.037252552887156121e+00	1.366629385542379111e+02
7.568025536737456605e+03	1.039093847426764361e+00	1.229106777530190158e+02
7.570297756368880982e+03	1.040945290802564482e+00	1.272741477377511927e+02
7.572569758410875693e+03	1.042806880262874714e+00	1.113079250637916147e+02
7.574841542863438917e+03	1.044678612866148937e+00	1.333757542618571676e+02
7.577113109726572475e+03	1.046560485483302161e+00	1.494375138603311655e+02
7.579384459000274546e+03	1.048452494799437806e+00	1.280776245590295446e+02
7.581655590684547860e+03	1.050354637316156081e+00	1.323383897377085816e+02
7.583926504779389688e+03	1.052266909353027913e+00	1.394834032948241997e+02
7.586197201284800940e+03	1.054189307050108937e+00	1.367584369423050532e+02
7.588467680200782524e+03	1.056121826369579519e+00	1.232700848154401854e+02
7.590737941527333533e+03	1.058064463097874164e+00	1.434648669340016056e+02
7.593007985264453055e+03	1.060017212847967016e+00	1.570086895766881412e+02
7.595277811412142910e+03	1.061980071060653508e+00	1.394606239297618799e+02
7.597547419970402188e+03	1.063953033007385862e+00	1.274437045746400088e+02
7.599816810939230891e+03	1.065936093791619799e+00	1.301021806272813421e+02
7.602085984318629016e+03	1.067929248351442650e+00	1.373390324834848286e+02
7.604354940108597475e+03	1.069932491460878321e+00	1.477458758446735203e+02
7.606623678309134448e+03	1.071945817732601336e+00	1.399336317939743708e+02
7.608892198920241754e+03	1.073969221619425207e+00	1.361095636765275856e+02
7.611160501941918483e+03	1.076002697416706289e+00	1.443606249802573132e+02
7.613428587374164636e+03	1.078046239263880990e+00	1.243203003315294382e+02
7.615696455216980212e+03	1.080099841147084128e+00	1.333523703661425657e+02
7.617964105470366121e+03	1.082163496900637956e+00	1.499686934794636386e+02
7.620231538134320544e+03	1.084237200209349439e+00	1.771042995096867969e+02
7.622498753208845301e+03	1.086320944610455808e+00	2.381586038743242852e+02
7.624765750693938571e+03	1.088414723495470193e+00	9.739610329607048698e+02
7.627032530589602175e+03	1.090518530112443374e+00	2.079847061856103664e+03
7.629299092895835201e+03	1.092632357567696610e+00	2.733509396233195275e+03
7.631565437612636742e+03	1.094756198828127802e+00	3.238854370299437960e+03
7.633831564740009526e+03	1.096890046722814427e+00	3.287614487595973515e+03
7.636097474277950823e+03	1.099033893945359663e+00	2.513481176789797246e+03
7.638363166226462454e+03	1.101187733055553730e+00	1.359666929106458610e+03
7.640628640585542598e+03	1.103351556481733331e+00	7.562222095577976688e+02
7.642893897355193076e+03	1.105525356522181646e+00	3.206679613626591845e+02
7.645158936535412977e+03	1.107709125347764667e+00	1.451316497335116935e+02
7.647423758126202301e+03	1.109902855003294997e+00	1.625286007129885206e+02
7.649688362127561049e+03	1.112106537409806695e+00	1.623041604658359347e+02
7.651952748539490130e+03	1.114320164366541022e+00	1.428667334704432790e+02
7.654216917361987726e+03	1.116543727552580245e+00	1.418457861351118936e+02
7.656480868595055654e+03	1.118777218528990369e+00	1.415831019267587862e+02
7.658744602238692096e+03	1.121020628740727831e+00	1.319784428938577037e+02
7.661008118292899780e+03	1.123273949518618364e+00	1.342367492964303892e+02
7.663271416757675070e+03	1.125537172081069182e+00	1.271538700324104951e+02
7.665534497633021601e+03	1.127810287535913059e+00	1.341759726816746365e+02
7.667797360918936647e+03	1.130093286882715153e+00	1.369353402576534791e+02
7.670060006615422026e+03	1.132386161014118375e+00	1.381988682444648475e+02
7.672322434722475919e+03	1.134688900718338944e+00	1.402083345042327380e+02
7.674584645240100144e+03	1.137001496679999724e+00	1.303692557940138670e+02
7.676846638168292884e+03	1.139323939483330994e+00	1.339956681389941480e+02
7.679108413507056866e+03	1.141656219612791512e+00	1.397389529639264083e+02
7.681369971256389363e+03	1.143998327455720609e+00	1.381622670788604808e+02
7.683631311416292192e+03	1.146350253303498823e+00	1.351667956860823097e+02
7.685892433986763535e+03	1.148711987354075426e+00	1.394669167202701203e+02
7.688153338967805212e+03	1.151083519713121062e+00	1.453928024551397300e+02
7.690414026359415402e+03	1.153464840396110080e+00	1.461223739237998700e+02
7.692674496161595926e+03	1.155855939330079130e+00	1.493889853520322220e+02
7.694934748374345872e+03	1.158256806355338453e+00	1.317160121697326360e+02
7.697194782997665243e+03	1.160667431227287327e+00	1.354360125219624820e+02
7.699454600031554037e+03	1.163087803618004346e+00	1.335599420505414230e+02
7.701714199476013164e+03	1.165517913118143678e+00	1.333198823710884824e+02
7.703973581331040805e+03	1.167957749238458298e+00	1.249002462393687267e+02
7.706232745596638779e+03	1.170407301411915180e+00	1.351735670513472769e+02
7.708491692272805267e+03	1.172866558994694719e+00	1.348929976208125083e+02
7.710750421359542997e+03	1.175335511268523536e+00	1.471450144652469021e+02
7.713008932856849242e+03	1.177814147441924808e+00	2.458055923031021450e+02
7.715267226764724910e+03	1.180302456652109866e+00	6.220947908693362933e+02
7.717525303083170002e+03	1.182800427966422152e+00	9.983312398243743928e+02
7.719783161812185426e+03	1.185308050384154210e+00	1.254921821431455328e+03
7.722040802951770274e+03	1.187825312838140190e+00	1.386002210050331769e+03
7.724298226501924546e+03	1.190352204195969321e+00	1.193941757071509983e+03
7.726555432462647332e+03	1.192888713262116207e+00	8.590397226090169625e+02
7.728812420833941360e+03	1.195434828779230463e+00	4.971799545213681881e+02
7.731069191615803902e+03	1.197990539429663492e+00	3.556349090486069713e+02
7.733325744808235868e+03	1.200555833837315456e+00	2.027297246792985845e+02
7.735582080411237257e+03	1.203130700568513234e+00	1.671779188661441822e+02
7.737838198424808979e+03	1.205715128134285274e+00	1.660996646735418096e+02
7.740094098848950125e+03	1.208309104991548866e+00	1.461974937491605999e+02
7.742349781683659785e+03	1.210912619544246338e+00	1.510281249711992473e+02
7.744605246928940687e+03	1.213525660145478691e+00	1.354788344747003350e+02
7.746860494584790104e+03	1.216148215098542318e+00	1.617016132984831813e+02
7.749115524651208943e+03	1.218780272658336106e+00	1.468609436740267427e+02
7.751370337128197207e+03	1.221421821033143340e+00	1.377951838695553590e+02
7.753624932015755803e+03	1.224072848385601597e+00	1.740861823292426038e+02
7.755879309313883823e+03	1.226733342834572582e+00	1.451263776273960389e+02
7.758133469022581266e+03	1.229403292456113572e+00	1.342810295952252488e+02
7.760387411141848133e+03	1.232082685285067924e+00	1.640463180468076985e+02
7.762641135671684424e+03	1.234771509316519689e+00	1.634393883701462187e+02
7.764894642612090138e+03	1.237469752506942688e+00	1.447681280324398756e+02
7.767147931963066185e+03	1.240177402775535898e+00	1.458861829033751576e+02
7.769401003724610746e+03	1.242894448005736452e+00	1.566794069501009403e+02
7.771653857896725640e+03	1.245620876046346082e+00	1.589985618045413958e+02
7.773906494479409957e+03	1.248356674712771008e+00	1.528024613571681130e+02
7.776158913472663698e+03	1.251101831788650864e+00	1.501849730230522084e+02
7.778411114876486863e+03	1.253856335026709568e+00	1.492022119033414356e+02
7.780663098690880361e+03	1.256620172150151982e+00	1.425682009971358184e+02
7.782914864915842372e+03	1.259393330853941784e+00	1.464695620237475850e+02
7.785166413551374717e+03	1.262175798806037363e+00	1.351123466581082084e+02
7.787417744597475576e+03	1.264967563648511151e+00	1.319506561851507911e+02
7.789668858054146767e+03	1.267768612998803279e+00	1.487873363467367653e+02
7.791919753921387382e+03	1.270578934450890429e+00	1.614410596465423566e+02
7.794170432199197421e+03	1.273398515576214862e+00	1.426185345876876056e+02
7.796420892887576883e+03	1.276227343925435909e+00	1.489134685694502025e+02
7.798671135986526679e+03	1.279065407028886492e+00	1.544602636915669507e+02
7.800921161496044988e+03	1.281912692398075038e+00	1.436568258176947950e+02
7.803170969416133630e+03	1.284769187526678014e+00	1.610081026766057448e+02
7.805420559746790786e+03	1.287634879891704776e+00	1.522242372296289830e+02
7.807669932488019185e+03	1.290509756954421716e+00	1.652320112901418838e+02
7.809919087639816098e+03	1.293393806161673876e+00	1.529611837603292201e+02
7.812168025202182434e+03	1.296287014946678307e+00	1.464278971533395008e+02
7.814416745175118194e+03	1.299189370730115201e+00	1.560152041936914031e+02
7.816665247558624287e+03	1.302100860921320491e+00	1.512703389071504034e+02
7.818913532352698894e+03	1.305021472919099201e+00	1.278163753796578987e+02
7.821161599557344744e+03	1.307951194112829674e+00	1.371481915939228031e+02
7.823409449172558197e+03	1.310890011883391049e+00	1.489788790262016107e+02
7.825657081198342894e+03	1.313837913604155139e+00	1.681416790917253081e+02
7.827904495634695195e+03	1.316794886641962092e+00	1.627090105438311980e+02
7.830151692481618738e+03	1.319760918357998802e+00	1.453571877083427069e+02
7.832398671739110796e+03	1.322735996108813428e+00	1.567913817314080518e+02
7.834645433407173186e+03	1.325720107247145396e+00	1.527470937017882591e+02
7.836891977485805000e+03	1.328713239122967238e+00	1.462541875460838412e+02
7.839138303975006238e+03	1.331715379084074113e+00	1.680273900863925860e+02
7.841384412874775990e+03	1.334726514477367454e+00	1.707093082614509854e+02
7.843630304185116074e+03	1.337746632649504663e+00	1.512577636901172582e+02
7.845875977906026492e+03	1.340775720947558147e+00	1.638056124329273473e+02
7.848121434037505423e+03	1.343813766720258540e+00	1.749194524750578523e+02
7.850366672579554688e+03	1.346860757318575130e+00	1.722048921259130339e+02
7.852611693532172467e+03	1.349916680096508559e+00	1.416500149550007279e+02
7.854856496895361488e+03	1.352981522411996540e+00	1.434956458009235689e+02
7.857101082669118114e+03	1.356055271627702785e+00	1.648619931475343492e+02
7.859345450853445982e+03	1.359137915111623629e+00	1.686135888248602441e+02
7.861589601448342364e+03	1.362229440238042599e+00	1.595399267312637335e+02
7.863833534453809079e+03	1.365329834388301133e+00	1.526190613279746913e+02
7.866077249869844309e+03	1.368439084951381446e+00	1.689516902947932522e+02
7.868320747696449871e+03	1.371557179324667475e+00	1.513465924370575237e+02
