# lambda [A]	Dlambda [A]	specval [counts]
5.048376839410238972e+03	9.796663295644124636e-01	1.201477937780993841e+02
5.050878724685503585e+03	9.789302609022144663e-01	1.285103762831076040e+02
5.053380392371337621e+03	9.782015843580993408e-01	1.387683421310953520e+02
5.055881842467741080e+03	9.774802738181450623e-01	1.340747955368654800e+02
5.058383074974714873e+03	9.767663030166374716e-01	1.441548877530303514e+02
5.060884089892257180e+03	9.760596455375537550e-01	1.304883798360383480e+02
5.063384887220369819e+03	9.753602748159011515e-01	1.326920657103937913e+02
5.065885466959051882e+03	9.746681641392621609e-01	1.140313891559421933e+02
5.068385829108303369e+03	9.739832866492156294e-01	1.362359707125438604e+02
5.070885973668124279e+03	9.733056153428321089e-01	1.181465692165892705e+02
5.073385900638514613e+03	9.726351230741552278e-01	1.129473927871846399e+02
5.075885610019475280e+03	9.719717825557037116e-01	1.251619016446261412e+02
5.078385101811004461e+03	9.713155663600260281e-01	1.604831885385366945e+02
5.080884376013103974e+03	9.706664469212092916e-01	1.184596082604401346e+02
5.083383432625772912e+03	9.700243965364682142e-01	1.530233743937922384e+02
5.085882271649011273e+03	9.693893873676745487e-01	1.426176062201108721e+02
5.088380893082819057e+03	9.687613914429132889e-01	1.271629830628183271e+02
5.090879296927196265e+03	9.681403806581706517e-01	1.310982549009586648e+02
5.093377483182142896e+03	9.675263267788347665e-01	1.213838717376096668e+02
5.095875451847659861e+03	9.669192014413855452e-01	1.116529747038568843e+02
5.098373202923746248e+03	9.663189761549862977e-01	1.246202504091487100e+02
5.100870736410401150e+03	9.657256223031160935e-01	1.231185458495996699e+02
5.103368052307626385e+03	9.651391111452201077e-01	1.249074349170983709e+02
5.105865150615421953e+03	9.645594138184158117e-01	1.141311854838886006e+02
5.108362031333786035e+03	9.639865013391361037e-01	1.135604475337278672e+02
5.110858694462719541e+03	9.634203446047814312e-01	1.104626062249977707e+02
5.113355140002223379e+03	9.628609143954568461e-01	1.079150181897643108e+02
5.115851367952295732e+03	9.623081813756663161e-01	9.936188775588782107e+01
5.118347378312938417e+03	9.617621160959941573e-01	1.118307203970099408e+02
5.120843171084150526e+03	9.612226889948545239e-01	1.044642163572553528e+02
5.123338746265932059e+03	9.606898704002120315e-01	1.159285985312990874e+02
5.125834103858283015e+03	9.601636305313409059e-01	1.152883978151832025e+02
5.128329243861204304e+03	9.596439395005025297e-01	1.177093786019732704e+02
5.130824166274694107e+03	9.591307673147938528e-01	1.309357635155505477e+02
5.133318871098754244e+03	9.586240838777578821e-01	1.200567844774741246e+02
5.135813358333383803e+03	9.581238589913794179e-01	1.230964771621849110e+02
5.138307627978582786e+03	9.576300623575982884e-01	1.262311160665983465e+02
5.140801680034351193e+03	9.571426635802877669e-01	1.298222488525773315e+02
5.143295514500689023e+03	9.566616321669350054e-01	1.204768352808199410e+02
5.145789131377596277e+03	9.561869375304828944e-01	1.236861983078281355e+02
5.148282530665073864e+03	9.557185489910657861e-01	1.154765792250719443e+02
5.150775712363119965e+03	9.552564357778460247e-01	1.177452015362902955e+02
5.153268676471736399e+03	9.548005670308850057e-01	1.328618896380929186e+02
5.155761422990922256e+03	9.543509118027885263e-01	1.269966536418703527e+02
5.158253951920677537e+03	9.539074390606889775e-01	1.194694383920751193e+02
5.160746263261002241e+03	9.534701176879202267e-01	1.150388938855485179e+02
5.163238357011897278e+03	9.530389164859702777e-01	1.142092921406048447e+02
5.165730233173360830e+03	9.526138041761905706e-01	1.268515934676095611e+02
5.168221891745394714e+03	9.521947494016723690e-01	1.236843536613828434e+02
5.170713332727997113e+03	9.517817207290427683e-01	1.373285265963673112e+02
5.173204556121169844e+03	9.513746866503676181e-01	1.411648909615856837e+02
5.175695561924911999e+03	9.509736155848832473e-01	1.480746244379514280e+02
5.178186350139223578e+03	9.505784758808794033e-01	1.418837898723859894e+02
5.180676920764105489e+03	9.501892358175231257e-01	1.296198528102378873e+02
5.183167273799555915e+03	9.498058636066906146e-01	1.537039081740837219e+02
5.185657409245576673e+03	9.494283273948292967e-01	1.453588185632202965e+02
5.188147327102165946e+03	9.490565952646843328e-01	1.426170578593140590e+02
5.190637027369325551e+03	9.486906352372954654e-01	1.650986957482958530e+02
5.193126510047054580e+03	9.483304152736250492e-01	1.627147686635654793e+02
5.195615775135353033e+03	9.479759032766127413e-01	1.702927027417897534e+02
5.198104822634220909e+03	9.476270670928461648e-01	1.929895328864391786e+02
5.200593652543658209e+03	9.472838745143652428e-01	1.904473178857489017e+02
5.203082264863665841e+03	9.469462932806514965e-01	1.823447406889093827e+02
5.205570659594242898e+03	9.466142910803307942e-01	1.681954225900523454e+02
5.208058836735388468e+03	9.462878355529553698e-01	1.148366851421794195e+02
5.210546796287104371e+03	9.459668942909484901e-01	1.260940674293981516e+02
5.213034538249389698e+03	9.456514348413208593e-01	1.161249901923080188e+02
5.215522062622245357e+03	9.453414247075105914e-01	1.100977834822610646e+02
5.218009369405669531e+03	9.450368313511903207e-01	1.060807052481131194e+02
5.220496458599664038e+03	9.447376221940396723e-01	1.230832399816648604e+02
5.222983330204227059e+03	9.444437646196037761e-01	1.093786486579124784e+02
5.225469984219360413e+03	9.441552259750797260e-01	1.039238259685555477e+02
5.227956420645063190e+03	9.438719735730379812e-01	1.155881243134911216e+02
5.230442639481335391e+03	9.435939746932516803e-01	9.357857664351092808e+01
5.232928640728177015e+03	9.433211965845272884e-01	9.545056277471600481e+01
5.235414424385588973e+03	9.430536064663583851e-01	1.168237601018556262e+02
5.237899990453569444e+03	9.427911715307745188e-01	9.858822112626783962e+01
5.240385338932120249e+03	9.425338589441183412e-01	1.046663508854588827e+02
5.242870469821239567e+03	9.422816358487320354e-01	8.645695756866240345e+01
5.245355383120929218e+03	9.420344693647733081e-01	1.012701669430579443e+02
5.247840078831188293e+03	9.417923265919121434e-01	9.142314863586007334e+01
5.250324556952017701e+03	9.415551746110339959e-01	9.316097769619577207e+01
5.252808817483415623e+03	9.413229804861182881e-01	8.917706714751747654e+01
5.255292860425382969e+03	9.410957112657314383e-01	1.134369371946574745e+02
5.257776685777920648e+03	9.408733339849421062e-01	1.083342530077759420e+02
5.260260293541027750e+03	9.406558156669118098e-01	1.100861767131967781e+02
5.262743683714704275e+03	9.404431233245753585e-01	1.173542183443003779e+02
5.265226856298950224e+03	9.402352239624640617e-01	1.112896680453410312e+02
5.267709811293765597e+03	9.400320845782251800e-01	1.161971780506782466e+02
5.270192548699150393e+03	9.398336721643905101e-01	1.022290792928151149e+02
5.272675068515104613e+03	9.396399537099763277e-01	1.039363209922279765e+02
5.275157370741629165e+03	9.394508962021649312e-01	1.038543123995186335e+02
5.277639455378723142e+03	9.392664666279925134e-01	1.053349446353017953e+02
5.280121322426386541e+03	9.390866319758753855e-01	1.045413775393694777e+02
5.282602971884619365e+03	9.389113592373468098e-01	1.005094104887751314e+02
5.285084403753421611e+03	9.387406154085631282e-01	1.060689645678800588e+02
5.287565618032793282e+03	9.385743674920056234e-01	8.147206185754373564e+01
5.290046614722734375e+03	9.384125824979662189e-01	9.202378970567055205e+01
5.292527393823245802e+03	9.382552274462435671e-01	1.035979347782719771e+02
5.295007955334326653e+03	9.381022693676386304e-01	9.841660394443232462e+01
5.297488299255976017e+03	9.379536753055905951e-01	1.051782595480242577e+02
5.299968425588195714e+03	9.378094123175526597e-01	9.700297457993993078e+01
5.302448334330984835e+03	9.376694474767505172e-01	1.004677234768987404e+02
5.304928025484344289e+03	9.375337478735650265e-01	8.307613888335254160e+01
5.307407499048272257e+03	9.374022806171325994e-01	9.357541102340714190e+01
5.309886755022770558e+03	9.372750128367504097e-01	1.033556255240030737e+02
5.312365793407837373e+03	9.371519116834983176e-01	9.342713134746290393e+01
5.314844614203473611e+03	9.370329443316067763e-01	9.845243224970765539e+01
5.317323217409680183e+03	9.369180779799561876e-01	9.258977888162903014e+01
5.319801603026456178e+03	9.368072798535641565e-01	8.846993235451166981e+01
5.322279771053802506e+03	9.367005172050616446e-01	9.114002731237617638e+01
5.324757721491717348e+03	9.365977573160197966e-01	9.172720139806233419e+01
5.327235454340202523e+03	9.364989674984532941e-01	9.714641119446336859e+01
5.329712969599256212e+03	9.364041150961615045e-01	9.870014123623404600e+01
5.332190267268880234e+03	9.363131674862749110e-01	1.147383844090041407e+02
5.334667347349073680e+03	9.362260920804188480e-01	9.004211949217918232e+01
5.337144209839836549e+03	9.361428563262509384e-01	1.125319639818024768e+02
5.339620854741168841e+03	9.360634277087194199e-01	8.093715509975697842e+01
5.342097282053070558e+03	9.359877737515304164e-01	1.009864751577250246e+02
5.344573491775542607e+03	9.359158620183649635e-01	1.012753021788531953e+02
5.347049483908583170e+03	9.358476601142060591e-01	1.006401947816384848e+02
5.349525258452194066e+03	9.357831356866596062e-01	1.002729461378104503e+02
5.352000815406374386e+03	9.357222564273603993e-01	1.009550740312682535e+02
5.354476154771124129e+03	9.356649900730623637e-01	1.016294309924784329e+02
5.356951276546443296e+03	9.356113044070255569e-01	9.203262423655448288e+01
5.359426180732332796e+03	9.355611672602394124e-01	1.012087144487912838e+02
5.361900867328790810e+03	9.355145465126232240e-01	9.872122081965669338e+01
5.364375336335819156e+03	9.354714100943212207e-01	8.682184726959131638e+01
5.366849587753416017e+03	9.354317259869227019e-01	9.187980270616208145e+01
5.369323621581583211e+03	9.353954622245467254e-01	9.524249222264758430e+01
5.371797437820319828e+03	9.353625868951648270e-01	9.639316003187438753e+01
5.374271036469625869e+03	9.353330681416359704e-01	8.722613102332564949e+01
5.376744417529502243e+03	9.353068741630092831e-01	9.785102403843387719e+01
5.379217580999947131e+03	9.352839732156006392e-01	8.509392249939530473e+01
5.381690526880962352e+03	9.352643336140473718e-01	8.740037712243417900e+01
5.384163255172546087e+03	9.352479237326010164e-01	9.618840531565567176e+01
5.386635765874700155e+03	9.352347120060707786e-01	9.486036817573088342e+01
5.389108058987423647e+03	9.352246669309146609e-01	8.725601465693074488e+01
5.391580134510716562e+03	9.352177570665425321e-01	9.803832798071556454e+01
5.394051992444578900e+03	9.352139510360683028e-01	9.018619563433577468e+01
5.396523632789011572e+03	9.352132175275331694e-01	9.423406343585767786e+01
5.398995055544012757e+03	9.352155252949412301e-01	9.773819717827146292e+01
5.401466260709584276e+03	9.352208431592196058e-01	9.213977005381633489e+01
5.403937248285725218e+03	9.352291400092426210e-01	9.373519716686801928e+01
5.406408018272435584e+03	9.352403848028856270e-01	9.446229410989917596e+01
5.408878570669715373e+03	9.352545465679458214e-01	1.130774154151610276e+02
5.411348905477564585e+03	9.352715944031160245e-01	8.733261764259630411e+01
5.413819022695983222e+03	9.352914974789231506e-01	1.053806641134404884e+02
5.416288922324972191e+03	9.353142250387056489e-01	8.245945442849978235e+01
5.418758604364529674e+03	9.353397463995245520e-01	9.167908639273116478e+01
5.421228068814657490e+03	9.353680309530989501e-01	8.954334380709333630e+01
5.423697315675354730e+03	9.353990481666284440e-01	9.049115242506189816e+01
5.426166344946621393e+03	9.354327675837706968e-01	8.976728433141013852e+01
5.428635156628457480e+03	9.354691588254596679e-01	9.612763240278658827e+01
5.431103750720862990e+03	9.355081915907643708e-01	7.903577719969240434e+01
5.433572127223838834e+03	9.355498356577875985e-01	8.966994717891299160e+01
5.436040286137383191e+03	9.355940608844366402e-01	8.715970710020448564e+01
5.438508227461497881e+03	9.356408372092500647e-01	9.748484900208580939e+01
5.440975951196181995e+03	9.356901346522480400e-01	8.756224081433866502e+01
5.443443457341435533e+03	9.357419233156644145e-01	8.686061383933154900e+01
5.445910745897258494e+03	9.357961733847708352e-01	9.516503468920124931e+01
5.448377816863650878e+03	9.358528551285820729e-01	8.848784716098826664e+01
5.450844670240613596e+03	9.359119389007384271e-01	8.959278629939849736e+01
5.453311306028144827e+03	9.359733951400778240e-01	7.329044278642588495e+01
5.455777724226246391e+03	9.360371943715232179e-01	9.871226735146234432e+01
5.458243924834917379e+03	9.361033072066287097e-01	9.841320938398085616e+01
5.460709907854157791e+03	9.361717043444337527e-01	7.599370498330783619e+01
5.463175673283967626e+03	9.362423565721056384e-01	9.260997958192417912e+01
5.465641221124346885e+03	9.363152347655545604e-01	8.740301110564756470e+01
5.468106551375296476e+03	9.363903098901281696e-01	8.498040032373035046e+01
5.470571664036814582e+03	9.364675530013298888e-01	9.164651954496426356e+01
5.473036559108903020e+03	9.365469352453590357e-01	8.549902746901167916e+01
5.475501236591560883e+03	9.366284278598355773e-01	8.730122451671483930e+01
5.477965696484788168e+03	9.367120021742769698e-01	9.291912064507538105e+01
5.480429938788584877e+03	9.367976296108367906e-01	9.032963008870304122e+01
5.482893963502951010e+03	9.368852816848703968e-01	8.535656013268818754e+01
5.485357770627887476e+03	9.369749300053842322e-01	8.885730528560888786e+01
5.487821360163392455e+03	9.370665462757823416e-01	9.325245305204808233e+01
5.490284732109467768e+03	9.371601022942763759e-01	9.424739062182483451e+01
5.492747886466112504e+03	9.372555699545856989e-01	7.640388501288155965e+01
5.495210823233326664e+03	9.373529212462327065e-01	8.224157970329581246e+01
5.497673542411110247e+03	9.374521282553183177e-01	9.037754011386232378e+01
5.500136043999462345e+03	9.375531631647789910e-01	9.668447212854120210e+01
5.502598327998385685e+03	9.376559982551539996e-01	9.691118170563245826e+01
5.505060394407877538e+03	9.377606059048043674e-01	9.259870014934385551e+01
5.507522243227939725e+03	9.378669585905672346e-01	8.846752173555574927e+01
5.509983874458571336e+03	9.379750288881485432e-01	9.928812505490830631e+01
5.512445288099772370e+03	9.380847894725201641e-01	5.611326352565736642e+01
5.514906484151542827e+03	9.381962131185261899e-01	9.038973289812125245e+01
5.517367462613882708e+03	9.383092727011359546e-01	9.226058080431113240e+01
5.519828223486792012e+03	9.384239411959075516e-01	8.479905259594931977e+01
5.522288766770271650e+03	9.385401916794851029e-01	9.067749020853037223e+01
5.524749092464319801e+03	9.386579973298504465e-01	9.220630125070866256e+01
5.527209200568939195e+03	9.387773314268681446e-01	7.227362957906632346e+01
5.529669091084126194e+03	9.388981673524855465e-01	8.251836409617774848e+01
5.532128764009884435e+03	9.390204785912118490e-01	8.094835771520051537e+01
5.534588219346210280e+03	9.391442387305245498e-01	8.303013355459792422e+01
5.537047457093107369e+03	9.392694214610171066e-01	8.437358951694207576e+01
5.539506477250572971e+03	9.393960005769453891e-01	8.615223720333995061e+01
5.541965279818608906e+03	9.395239499764300728e-01	8.168639564607049408e+01
5.544423864797213355e+03	9.396532436617562878e-01	8.879898453426723393e+01
5.546882232186389047e+03	9.397838557398293657e-01	7.247906369973173923e+01
5.549340381986132343e+03	9.399157604222500018e-01	9.334606412238235862e+01
5.551798314196446881e+03	9.400489320257441328e-01	8.523665067240477811e+01
5.554256028817329934e+03	9.401833449724682490e-01	8.560251862108736987e+01
5.556713525848783320e+03	9.403189737901627154e-01	8.630570021227150335e+01
5.559170805290805220e+03	9.404557931124095660e-01	9.716790536763595298e+01
5.561627867143397452e+03	9.405937776790386229e-01	1.046971083583948001e+02
5.564084711406558199e+03	9.407329023362009934e-01	9.793992919000113773e+01
5.566541338080290188e+03	9.408731420366517328e-01	8.575313340642780702e+01
5.568997747164589782e+03	9.410144718399939823e-01	8.787036532535202582e+01
5.571453938659460619e+03	9.411568669128763664e-01	1.019092584359321449e+02
5.573909912564899969e+03	9.413003025291746262e-01	9.674243770868700665e+01
5.576365668880909652e+03	9.414447540702696182e-01	8.722542039539662539e+01
5.578821207607487850e+03	9.415901970250838415e-01	9.464277614205443001e+01
5.581276528744636380e+03	9.417366069904407055e-01	1.093682278686092104e+02
5.583731632292354334e+03	9.418839596710470996e-01	8.654691930992530047e+01
5.586186518250641711e+03	9.420322308798285693e-01	9.037332117219405347e+01
5.588641186619498512e+03	9.421813965379860489e-01	9.745991898897953831e+01
5.591095637398925646e+03	9.423314326751498493e-01	1.021723692995953456e+02
5.593549870588921294e+03	9.424823154295479677e-01	1.048090695069667930e+02
5.596003886189487275e+03	9.426340210480774751e-01	1.047362885935120289e+02
5.598457684200622680e+03	9.427865258865628650e-01	9.220938826887868345e+01
5.600911264622326598e+03	9.429398064096837784e-01	1.175861362916324993e+02
5.603364627454600850e+03	9.430938391912491170e-01	1.059655677049961042e+02
5.605817772697444525e+03	9.432486009141853867e-01	1.185977102510747017e+02
5.608270700350858533e+03	9.434040683706679253e-01	1.098377170628766777e+02
5.610723410414841055e+03	9.435602184622909894e-01	1.225833315193749371e+02
5.613175902889393910e+03	9.437170281999740507e-01	1.115361804511057642e+02
5.615628177774515279e+03	9.438744747042006056e-01	1.201809381084823087e+02
5.618080235070207891e+03	9.440325352049566687e-01	1.038398931569266637e+02
5.620532074776468107e+03	9.441911870419174013e-01	1.022490756293719869e+02
5.622983696893299566e+03	9.443504076643879364e-01	9.118156794706338530e+01
5.625435101420699539e+03	9.445101746313568913e-01	1.024334300416501407e+02
5.627886288358669844e+03	9.446704656116643450e-01	7.675359593876191866e+01
5.630337257707208664e+03	9.448312583838850420e-01	9.046681872197217444e+01
5.632788009466317817e+03	9.449925308364161003e-01	8.250787333328386808e+01
5.635238543635996393e+03	9.451542609674985496e-01	9.307020997339877511e+01
5.637688860216244393e+03	9.453164268852928265e-01	8.034947336416938413e+01
5.640138959207061816e+03	9.454790068077224552e-01	8.427754651264979202e+01
5.642588840608448663e+03	9.456419790626137134e-01	8.550181181938759778e+01
5.645038504420404934e+03	9.458053220877307155e-01	9.097036974103524187e+01
5.647487950642931537e+03	9.459690144306402981e-01	8.856003749767027955e+01
5.649937179276027564e+03	9.461330347487584280e-01	7.838927597552148541e+01
5.652386190319693014e+03	9.462973618093247774e-01	8.842836819489366462e+01
5.654834983773927888e+03	9.464619744894308129e-01	8.482627883808316938e+01
5.657283559638732186e+03	9.466268517758631429e-01	9.287252987420198735e+01
5.659731917914105907e+03	9.467919727652567286e-01	9.362426569189646841e+01
5.662180058600049961e+03	9.469573166638680650e-01	8.357302872289989182e+01
5.664627981696562529e+03	9.471228627876130401e-01	8.696695035448325939e+01
5.667075687203645430e+03	9.472885905620852531e-01	9.346390307640881190e+01
5.669523175121296845e+03	9.474544795223596161e-01	8.086994321349241943e+01
5.671970445449519502e+03	9.476205093130234403e-01	8.489248603643693514e+01
5.674417498188309764e+03	9.477866596881354688e-01	8.160328671776905196e+01
5.676864333337671269e+03	9.479529105110831022e-01	1.015325186332552079e+02
5.679310950897601288e+03	9.481192417545474260e-01	9.063969108894181659e+01
5.681757350868101639e+03	9.482856335004420378e-01	9.223425515842679090e+01
5.684203533249170505e+03	9.484520659397935871e-01	8.204845503222576042e+01
5.686649498040810613e+03	9.486185193727025844e-01	8.874186695048396700e+01
5.689095245243018326e+03	9.487849742082236082e-01	8.988500795889454764e+01
5.691540774855797281e+03	9.489514109642800399e-01	9.552579134409786832e+01
5.693986086879143841e+03	9.491178102675437156e-01	9.705517357165220460e+01
5.696431181313061643e+03	9.492841528533721984e-01	9.597420868740215383e+01
5.698876058157547959e+03	9.494504195656809920e-01	9.553892272246545758e+01
5.701320717412604608e+03	9.496165913568427319e-01	8.764044066310972880e+01
5.703765159078229772e+03	9.497826492876199067e-01	9.167790414999352322e+01
5.706209383154426177e+03	9.499485745269150572e-01	8.257740724142897193e+01
5.708653389641190188e+03	9.501143483518232902e-01	8.566551270694512255e+01
5.711097178538525441e+03	9.502799521473380695e-01	8.465731025607891524e+01
5.713540749846429208e+03	9.504453674063904067e-01	8.471984962040536971e+01
5.715984103564902398e+03	9.506105757296449132e-01	7.629746262302629134e+01
5.718427239693945921e+03	9.507755588253302692e-01	8.471728505958290611e+01
5.720870158233557959e+03	9.509402985091272020e-01	8.354238657719223227e+01
5.723312859183741239e+03	9.511047767040747836e-01	7.451530230384773290e+01
5.725755342544492123e+03	9.512689754403852449e-01	7.444461387075257619e+01
5.728197608315814250e+03	9.514328768553594884e-01	7.781847410545562127e+01
5.730639656497704891e+03	9.515964631931210782e-01	7.220712463408939641e+01
5.733081487090165865e+03	9.517597168045798250e-01	8.528786562152194506e+01
5.735523100093195353e+03	9.519226201472119619e-01	8.497573283066155625e+01
5.737964495506795174e+03	9.520851557849960844e-01	8.089022978011877285e+01
5.740405673330963509e+03	9.522473063881439215e-01	8.329068850093504750e+01
5.742846633565703087e+03	9.524090547330236189e-01	7.559728799789665743e+01
5.745287376211011178e+03	9.525703837019084963e-01	8.872653476111889859e+01
5.747727901266888693e+03	9.527312762829476256e-01	8.999887258079981223e+01
5.750168208733335632e+03	9.528917155698508612e-01	7.774433344435273341e+01
5.752608298610352904e+03	9.530516847618994980e-01	9.380628613124869730e+01
5.755048170897939599e+03	9.532111671635601358e-01	7.931227544561471632e+01
5.757487825596095718e+03	9.533701461844540370e-01	7.606232535004309625e+01
5.759927262704820350e+03	9.535286053391760497e-01	7.331088935510078386e+01
5.762366482224116226e+03	9.536865282470879945e-01	7.646387193926069870e+01
5.764805484153980615e+03	9.538438986321420288e-01	8.057553170398060161e+01
5.767244268494415337e+03	9.540007003227227722e-01	8.999214522419217133e+01
5.769682835245418573e+03	9.541569172513847397e-01	9.215942625128771226e+01
5.772121184406992143e+03	9.543125334548255845e-01	9.592235579309385685e+01
5.774559315979134226e+03	9.544675330735978847e-01	9.041484264767817081e+01
5.776997229961846642e+03	9.546219003518490176e-01	8.146283527334144026e+01
5.779434926355128482e+03	9.547756196373344828e-01	8.471870154094493444e+01
5.781872405158980655e+03	9.549286753810138917e-01	7.901700020017516124e+01
5.784309666373401342e+03	9.550810521370693973e-01	8.896834824712297518e+01
5.786746709998392362e+03	9.552327345625358790e-01	1.086761008887475555e+02
5.789183536033951896e+03	9.553837074171829258e-01	7.287571927345032918e+01
5.791620144480081763e+03	9.555339555633363124e-01	9.110328078226073956e+01
5.794056535336780144e+03	9.556834639656983654e-01	7.735827595076978014e+01
5.796492708604049767e+03	9.558322176910630796e-01	8.589539840259837433e+01
5.798928664281887905e+03	9.559802019082458413e-01	8.490980470308630856e+01
5.801364402370295466e+03	9.561274018877446990e-01	9.068985223769288950e+01
5.803799922869272450e+03	9.562738030016609825e-01	7.879188632141536175e+01
5.806235225778820677e+03	9.564193907234331826e-01	8.618884852116013917e+01
5.808670311098936509e+03	9.565641506276812978e-01	1.012252366012779987e+02
5.811105178829622673e+03	9.567080683899547022e-01	7.843952431831780814e+01
5.813539828970878261e+03	9.568511297866044707e-01	7.950847995525644762e+01
5.815974261522703273e+03	9.569933206944556403e-01	8.796229065855858664e+01
5.818408476485097708e+03	9.571346270907600262e-01	7.645134085087288156e+01
5.820842473858062476e+03	9.572750350528898000e-01	8.914604354757814519e+01
5.823276253641595758e+03	9.574145307581486408e-01	8.236829807350551391e+01
5.825709815835699374e+03	9.575531004836341786e-01	8.507000911482084859e+01
5.828143160440372412e+03	9.576907306059081471e-01	8.862393938421168116e+01
5.830576287455613965e+03	9.578274076009098970e-01	9.122388600976752571e+01
5.833009196881426760e+03	9.579631180436922744e-01	7.956728049077671017e+01
5.835441888717808069e+03	9.580978486082463164e-01	6.220865783817105665e+01
5.837874362964759712e+03	9.582315860672510066e-01	7.596096598570518665e+01
5.840306619622279868e+03	9.583643172919125153e-01	7.762456288285409300e+01
5.842738658690370357e+03	9.584960292517582525e-01	8.422784959264529903e+01
5.845170480169029361e+03	9.586267090143795189e-01	8.084758133502573685e+01
5.847602084058259607e+03	9.587563437452927273e-01	1.558817725505364251e+02
5.850033470358057457e+03	9.588849207076587389e-01	3.749761217680984942e+02
5.852464639068426550e+03	9.590124272621669554e-01	5.518430159876980952e+02
5.854895590189364157e+03	9.591388508667998414e-01	9.053880886924804372e+02
5.857326323720872097e+03	9.592641790765753518e-01	9.855900877070735078e+02
5.859756839662948551e+03	9.593883995433497569e-01	8.965898100377951323e+02
5.862187138015596247e+03	9.595115000157007357e-01	6.376759301734232395e+02
5.864617218778811548e+03	9.596334683386196218e-01	3.369217856950292003e+02
5.867047081952598091e+03	9.597542924533657427e-01	1.208497217828926580e+02
5.869476727536952239e+03	9.598739603972622492e-01	9.087495961337589279e+01
5.871906155531877630e+03	9.599924603034485360e-01	9.288537819275006768e+01
5.874335365937371535e+03	9.601097804007351355e-01	9.913369762059861046e+01
5.876764358753435772e+03	9.602259090133203889e-01	1.079868860563129118e+02
5.879193133980069433e+03	9.603408345606612162e-01	1.103070293839149514e+02
5.881621691617272518e+03	9.604545455573234580e-01	1.387756601300221462e+02
5.884050031665045026e+03	9.605670306125879687e-01	1.255665596938340798e+02
5.886478154123386958e+03	9.606782784303976586e-01	1.361255573301503148e+02
5.888906058992298313e+03	9.607882778091945131e-01	1.267568241473115478e+02
5.891333746271780001e+03	9.608970176415794207e-01	1.158387216575143839e+02
5.893761215961830203e+03	9.610044869142241319e-01	1.026231736545565099e+02
5.896188468062450738e+03	9.611106747076068046e-01	8.434236048524947194e+01
5.898615502573640697e+03	9.612155701958735587e-01	8.513237912646285110e+01
5.901042319495400079e+03	9.613191626465679152e-01	8.821742389156871411e+01
5.903468918827728885e+03	9.614214414205163317e-01	8.055680136641900901e+01
5.905895300570628024e+03	9.615223959715815116e-01	9.150407902827151929e+01
5.908321464724095677e+03	9.616220158465126344e-01	8.779211372804023483e+01
5.910747411288133662e+03	9.617202906846483712e-01	8.937911963229750256e+01
5.913173140262740162e+03	9.618172102178729199e-01	8.872338923649888898e+01
5.915598651647917904e+03	9.619127642703056980e-01	9.136697174733778581e+01
5.918023945443663251e+03	9.620069427582150778e-01	8.472133943525575717e+01
5.920449021649979841e+03	9.620997356895921726e-01	8.721966766452776199e+01
5.922873880266864035e+03	9.621911331643766552e-01	7.625788298560109979e+01
5.925298521294319471e+03	9.622811253739216308e-01	8.560159864527490470e+01
5.927722944732343421e+03	9.623697026008743993e-01	8.610210835462319778e+01
5.930147150580938614e+03	9.624568552190946313e-01	7.126922825570713371e+01
5.932571138840101412e+03	9.625425736933452825e-01	7.968716023688362782e+01
5.934994909509835452e+03	9.626268485793305629e-01	8.069377907159508823e+01
5.937418462590137096e+03	9.627096705231312779e-01	7.739712250364055990e+01
5.939841798081009074e+03	9.627910302614739457e-01	1.075134870682921644e+02
5.942264915982451384e+03	9.628709186211394933e-01	1.010856250469625905e+02
5.944687816294462209e+03	9.629493265191086948e-01	1.276457276556312905e+02
5.947110499017043367e+03	9.630262449621657117e-01	1.314666141332025404e+02
5.949532964150193038e+03	9.631016650468837703e-01	1.583522805836564658e+02
5.951955211693913952e+03	9.631755779593861311e-01	1.202347512995815322e+02
5.954377241648202471e+03	9.632479749750250120e-01	1.083324181121615908e+02
5.956799054013062232e+03	9.633188474584911676e-01	9.788329334336124532e+01
5.959220648788490507e+03	9.633881868634596168e-01	8.313324568837266781e+01
5.961642025974489115e+03	9.634559847324806192e-01	7.663730498295116433e+01
5.964063185571056238e+03	9.635222326967308737e-01	7.893652913412718419e+01
5.966484127578193693e+03	9.635869224759888718e-01	7.265382995256625520e+01
5.968904851995900572e+03	9.636500458783382461e-01	7.029716544687940427e+01
5.971325358824176874e+03	9.637115948001667709e-01	7.804020279498880086e+01
5.973745648063022600e+03	9.637715612256966269e-01	8.194919830027562568e+01
5.976165719712438658e+03	9.638299372272521870e-01	9.262246935089636679e+01
5.978585573772423231e+03	9.638867149648076005e-01	7.796735054211585236e+01
5.981005210242978137e+03	9.639418866858003865e-01	8.374221843312581370e+01
5.983424629124101557e+03	9.639954447252432335e-01	9.938012058834684126e+01
5.985843830415796219e+03	9.640473815052678086e-01	8.215682749260490425e+01
5.988262814118058486e+03	9.640976895352024734e-01	7.432511966753483534e+01
5.990681580230891996e+03	9.641463614112455449e-01	8.137238189677015043e+01
5.993100128754294019e+03	9.641933898165235828e-01	8.244157577042108187e+01
5.995518459688266375e+03	9.642387675207457765e-01	8.084269093047223009e+01
5.997936573032807246e+03	9.642824873800968088e-01	7.218009361431346349e+01
6.000354468787918449e+03	9.643245423372482916e-01	8.905564022448091066e+01
